file_name;relative_path;absolute_path;word_count;score_raw;score_normalized;count__agisme;count__ville amie des aines;count__vada;count__vieillissement;count__personnes agees;count__aine;count__seniors;count__retraites;count__vieillir;count__retraite;count__age;count__intergenerationnel;count__chez soi;count__ehpad;count__mobilite;count__hebergement;count__autonomie;count__citoyen;count__fragile;count__vulnerable;count__dependant;count__isole;count__aidant;weighted__agisme;weighted__ville amie des aines;weighted__vada;weighted__vieillissement;weighted__personnes agees;weighted__aine;weighted__seniors;weighted__retraites;weighted__vieillir;weighted__retraite;weighted__age;weighted__intergenerationnel;weighted__chez soi;weighted__ehpad;weighted__mobilite;weighted__hebergement;weighted__autonomie;weighted__citoyen;weighted__fragile;weighted__vulnerable;weighted__dependant;weighted__isole;weighted__aidant;title_bonus__agisme;title_bonus__ville amie des aines;title_bonus__vada;title_bonus__vieillissement;title_bonus__personnes agees;title_bonus__aine;title_bonus__seniors;title_bonus__retraites;title_bonus__vieillir;title_bonus__retraite;title_bonus__age;title_bonus__intergenerationnel;title_bonus__chez soi;title_bonus__ehpad;title_bonus__mobilite;title_bonus__hebergement;title_bonus__autonomie;title_bonus__citoyen;title_bonus__fragile;title_bonus__vulnerable;title_bonus__dependant;title_bonus__isole;title_bonus__aidant
Le_label_Marianne_et_la_certification_ISO_9001_pour_lensemble_des_services_du_CCAS_un_gage_de_qualite.txt;Database\Vada_database\Le_label_Marianne_et_la_certification_ISO_9001_pour_lensemble_des_services_du_CCAS_un_gage_de_qualite.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Le_label_Marianne_et_la_certification_ISO_9001_pour_lensemble_des_services_du_CCAS_un_gage_de_qualite.txt;984;7;0.00711382;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Etre_aidant_etre_aide.txt;Database\Vada_database\Etre_aidant_etre_aide.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Etre_aidant_etre_aide.txt;936;7;0.00747863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
FicheAction3_Barlin_vf.txt;Database\Fiches_actions_database\FicheAction3_Barlin_vf.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Fiches_actions_database\FicheAction3_Barlin_vf.txt;530;4;0.00754717;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Danse_et_bien-etre_en_accueil_de_jour.txt;Database\Vada_database\Danse_et_bien-etre_en_accueil_de_jour.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Danse_et_bien-etre_en_accueil_de_jour.txt;922;7;0.00759219;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Creation_dun_cafe_des_aidants.txt;Database\Vada_database\Creation_dun_cafe_des_aidants.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Creation_dun_cafe_des_aidants.txt;759;6;0.00790514;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maison_3S.txt;Database\Vada_database\Maison_3S.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Maison_3S.txt;748;6;0.00802139;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Les_5_saisons_de_larbre.txt;Database\Vada_database\Les_5_saisons_de_larbre.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Les_5_saisons_de_larbre.txt;993;8;0.00805639;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Les_aidants_les_super_heros.txt;Database\Vada_database\Les_aidants_les_super_heros.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Les_aidants_les_super_heros.txt;862;7;0.00812065;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chez_moi_sur.txt;Database\Vada_database\Chez_moi_sur.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Vada_database\Chez_moi_sur.txt;972;8;0.00823045;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19_ATELIER_MNEMOTRICITE.txt;Database\Cnav_database\19_ATELIER_MNEMOTRICITE.txt;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\Cnav_database\19_ATELIER_MNEMOTRICITE.txt;475;4;0.00842105;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
