status;title;url;programme;appel;annee;etat;duree;subvention;financeurs;disciplines;path
accepted;Recherche Action Collaborative (RAC) : Vivre et habiter ensemble, à tout âge, même en situation de fragilités;https://iresp.net/projets_finances/recherche-action-collaborative-rac-vivre-et-habiter-ensemble-a-tout-age-meme-en-situation-de-fragilites/;Autonomie;Les établissements et services médico-sociaux pour personnes âgées en perte d’autonomie et personnes handicapées;2018;Clos;24 mois;118 470,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\110_2018_recherche_action_collaborative_rac_vivre_et_habiter_ensemble_a_tout_age_meme_en_situation_de_fragilites.txt
rejected;Politiques territoriales de la petite enfance – implantation des services et prise en compte des inégalités sociales de santé (Poterri);https://iresp.net/projets_finances/recherche-ecosystemique-et-interdisciplinaire-danalyse-territoriale-des-strategies-de-reduction-des-inegalites-sociales-de-sante-dans-le-secteur-de-la-petite-enfance-une-approche-des-politi/;Services, interventions et politiques favorables à la santé;Général - Volet Prévention;2017;Clos;18 mois;135 691,00;DGS;"Sciences de l'éducation ; Sociologie ; Géographie ; Sciences de l'information et de la communication";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\215_2017_politiques_territoriales_de_la_petite_enfance_implantation_des_services_et_prise_en_compte_des_inegalites_sociales_de_sa.txt
accepted;Recherche Internationale sur les Droits des Personnes Âgées en situation de Pandémie COVID-19;https://iresp.net/projets_finances/recherche-internationale-sur-les-droits-des-personnes-agees-en-situation-de-pandemie-covid-19/;Autonomie;Blanc (session 11);2020;En cours;31 mois;245 665,00 €;CNSA;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\111_2020_recherche_internationale_sur_les_droits_des_personnes_agees_en_situation_de_pandemie_covid_19.txt
rejected;Recherche interventionnelle visant à améliorer l’ALimentation et l’Activité Physique du sujet AGE vivant à domicile – Nicole DARMON;https://iresp.net/projets_finances/recherche-interventionnelle-visant-a-ameliorer-lalimentation-et-lactivite-physique-du-sujet-age-vivant-a-domicile/;Services, interventions et politiques favorables à la santé;Général - volet Prévention et promotion de la santé;2018;Clos;48 mois;399 969,00 €;CNAMTS;Epidémiologie sociale / Nutrition / Santé publique;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\216_2018_recherche_interventionnelle_visant_a_ameliorer_l_alimentation_et_l_activite_physique_du_sujet_age_vivant_a_domicile_nico.txt
accepted;Recherche sur les conditions de Transférabilité des Innovations dans l’Accompagnement des Personnes handicapées afin d’élaborer une démarche d’aide au transfert (TIAP);https://iresp.net/projets_finances/recherche-sur-les-conditions-de-transferabilite-des-innovations-dans-laccompagnement-des-personnes-handicapees-afin-delaborer-une-demarche-daide-au-transfert-tiap/;Autonomie;Établissements, services et transformation de l’offre médico-sociale (session 3);2021;En cours;42 mois;249 473,00 €;CNSA;None;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\112_2021_recherche_sur_les_conditions_de_transferabilite_des_innovations_dans_l_accompagnement_des_personnes_handicapees_afin_d_e.txt
accepted;Recours au système de santé, aides et aménagements en France : inégalités individuelles et territoriales et évolutions temporelles;https://iresp.net/projets_finances/recours-au-systeme-de-sante-aides-et-amenagements-en-france-inegalites-individuelles-et-territoriales-et-evolutions-temporelles/;Autonomie;Analyse des politiques de l’autonomie, de l’offre médico-sociale et des besoins des publics;2023;En cours;33 mois;225 104,00 €;CNSA;Santé Publique, épidémiologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\113_2023_recours_au_systeme_de_sante_aides_et_amenagements_en_france_inegalites_individuelles_et_territoriales_et_evolutions_temp.txt
rejected;Réduction du tabagisme en psychiatrie, coconstruction et évaluation d’une intervention;https://iresp.net/projets_finances/reduction-du-tabagisme-en-psychiatrie-coconstruction-et-evaluation-dune-intervention/;Addictions;Appel à projets de recherche et d’intervention pour réduire et lutter contre le tabagisme;2018;En cours;48 mois;802 568;Fonds de Lutte Contre le Tabac;"Santé Publique ; Tabacologie ; Psychiatrie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\217_2018_reduction_du_tabagisme_en_psychiatrie_coconstruction_et_evaluation_d_une_intervention.txt
rejected;Réduire le tabagisme en établissement pénitentiaire : un programme de recherche interventionnelle;https://iresp.net/projets_finances/reduire-le-tabagisme-en-etablissement-penitentiaire-un-programme-de-recherche-interventionnelle/;Addictions;Appel à projets de recherche et d’intervention pour réduire et lutter contre le tabagisme;2018;En cours;48 mois;988707;Fonds de Lutte Contre le Tabagisme;"Santé Publique ; Économie de la santé ; Socio-anthropologie ; Sociologie des organisations ; Sciences de l'éducation";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\218_2018_reduire_le_tabagisme_en_etablissement_penitentiaire_un_programme_de_recherche_interventionnelle.txt
accepted;Regards croisés sur la « filière belge », Parcours de vie de personnes avec autisme et organisation des prises en charge en France et en Belgique;https://iresp.net/projets_finances/regards-croises-sur-la-filiere-belge-parcours-de-vie-de-personnes-avec-autisme-et-organisation-des-prises-en-charge-en-france-et-en-belgique/;Autonomie;Autisme (session 4);2017;Clos;36 mois;150 000,00 €;CNSA;Sociologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\114_2017_regards_croises_sur_la_filiere_belge_parcours_de_vie_de_personnes_avec_autisme_et_organisation_des_prises_en_charge_en_f.txt
accepted;REndre Visible les Étudiants Aidants par l’Autonomisation;https://iresp.net/projets_finances/rendre-visible-les-etudiants-aidants-par-lautonomisation/;Autonomie;Analyse des politiques de l’autonomie, de l’offre médico-sociale et des besoins des publics;2024;En cours;48 mois;105 050,00;CNSA;les sciences du langage, les sciences de l'éducation.;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\115_2024_rendre_visible_les_etudiants_aidants_par_l_autonomisation.txt
rejected;Renforcement des projets de thèses doctorales dans la Collaboration internationale sur le TDAH et la toxicomanie (RING-PHD-CASA) – Romain Icick;https://iresp.net/projets_finances/renforcement-des-projets-de-theses-doctorales-dans-la-collaboration-internationale-sur-le-tdah-et-la-toxicomanie-ring-phd-casa/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;En cours;18 mois;75000;Fonds de Lutte Contre les Addictions;"Psychiatrie ; Psychologie ; Épidémiologie ; Soins infirmiers et santé mentale ; Génétique";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\219_2019_renforcement_des_projets_de_theses_doctorales_dans_la_collaboration_internationale_sur_le_tdah_et_la_toxicomanie_ring_ph.txt
rejected;Repenser les politiques de Reste à Charge : approches pluridisciplinaires – Paul DOURGNON;https://iresp.net/projets_finances/repenser-les-politiques-de-reste-a-charge-approches-pluridisciplinaires/;Services, interventions et politiques favorables à la santé;Général - volet Recherche sur les services de santé;2018;Clos;24 mois;198 506,00 €;CNAMTS;Santé publique / Economie / Philosophie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\220_2018_repenser_les_politiques_de_reste_a_charge_approches_pluridisciplinaires_paul_dourgnon.txt
rejected;Repérage par l’entretien prénatal précoce des femmes présentant une vulnérabilité psychique et/ou psychiatrique avec prise en charge par une équipe mobile dans un parcours de soins spécifiques;https://iresp.net/projets_finances/reperage-par-lentretien-prenatal-precoce-des-femmes-presentant-une-vulnerabilite-psychique-et-ou-psychiatrique-avec-prise-en-charge-par-une-equipe-mobile-dans-un-parcours-de-soins-specifiques/;Services, interventions et politiques favorables à la santé;Services, interventions et politiques favorables à la santé;2022;En cours;24 mois;100 000,00 €;DREES;Obstétrique/ Santé mentale/ Santé publique/ Recherche mixte;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\221_2022_reperage_par_l_entretien_prenatal_precoce_des_femmes_presentant_une_vulnerabilite_psychique_et_ou_psychiatrique_avec_pri.txt
accepted;Réponses des professionnels de première ligne aux inquiétudes parentales dans la détection précoce de l’autisme;https://iresp.net/projets_finances/reponses-des-professionnels-de-premiere-ligne-aux-inquietudes-parentales-dans-la-detection-precoce-de-lautisme/;Autonomie;Troubles du spectre de l’autisme, troubles du neurodéveloppement et Sciences humaines et sociales;2018;Clos;36 mois;234 514,00 €;CNSA;Psychopathologie développementale et psychologie de la santé;C:\Users\PC\Desktop\Project_Internship\Index_Insight\Database\iresp_autonomie_database\116_2018_reponses_des_professionnels_de_premiere_ligne_aux_inquietudes_parentales_dans_la_detection_precoce_de_l_autisme.txt
rejected;Réseau français de recherche interdisciplinaire pour le dépistage et la prévention du risque hépatique lié à la consommation d’alcool;https://iresp.net/projets_finances/reseau-francais-de-recherche-interdisciplinaire-pour-le-depistage-et-la-prevention-du-risque-hepatique-lie-a-la-consommation-dalcool/;Addictions;Appel à actions structurantes - Recherche sur les conduites addictives (avec ou sans substances);2024;En cours;36 mois;287 487,00;Fonds de lutte contre les addictions;Santé publique;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\222_2024_reseau_francais_de_recherche_interdisciplinaire_pour_le_depistage_et_la_prevention_du_risque_hepatique_lie_a_la_consomma.txt
rejected;Réseau Français d’Excellence de Recherche sur le tabac, la nicotine et les produits connexes;https://iresp.net/projets_finances/reseau-francais-dexcellence-de-recherche-sur-le-tabac-la-nicotine-et-les-produits-connexes/;Addictions;Appel à actions structurantes - Recherche sur les conduites addictives (avec ou sans substances);2024;En cours;36 mois;300 000,00;Fonds de lutte contre les addictions;Épidémiologie, santé publique, recherche clinique, toxicologie, économie de la santé, marketing social;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\223_2024_reseau_francais_d_excellence_de_recherche_sur_le_tabac_la_nicotine_et_les_produits_connexes.txt
rejected;REseau Francophone de LIttératie en Santé (REFLIS);https://iresp.net/projets_finances/reseau-francophone-de-litteratie-en-sante-reflis/;Services, interventions et politiques favorables à la santé;Général - Volet Recherche sur les services de santé;2016;En cours;12 mois;50009;CNAMTS;"Santé publique ; Epidémiologie ; Psychologie ; Psychiatrie ; Anthropo-sociologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\224_2016_reseau_francophone_de_litteratie_en_sante_reflis.txt
rejected;Réseau national de recherche en alcoologie – REUNIRA (suite projet 2019) – Mickael Naassila;https://iresp.net/projets_finances/reseau-national-de-recherche-en-alcoologie-reunira-suite-projet-2019/;Addictions;Appel à actions structurantes - Recherche sur les usages et les addictions aux substances psychoactives;2021;Terminé;48 mois;398952;Fonds de Lutte Contre les Addictions;;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\225_2021_reseau_national_de_recherche_en_alcoologie_reunira_suite_projet_2019_mickael_naassila.txt
rejected;Réseau national de recherche en alcoologie – REUNIRA;https://iresp.net/projets_finances/reseau-national-de-recherche-en-alcoologie-reunira/;Addictions;Lutte contre les addictions aux substances psychoactives;2019;Clos;12 mois;53750;Fonds de Lutte Contre les Addictions;"Alcoologie ; Addictologie ; Neuropsychologie";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\226_2019_reseau_national_de_recherche_en_alcoologie_reunira.txt
rejected;Réseau National de Recherche en Alcoologie;https://iresp.net/projets_finances/reseau-national-de-recherche-en-alcoologie/;Addictions;Appel à renouvellement des actions structurantes pour soutenir les réseaux de recherche sur les conduites addictives (avec ou sans substances);2025;En cours;36 mois;298 500,00;Fonds de lutte contre les addictions;Neurosciences, psychologie, psychiatrie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\227_2025_reseau_national_de_recherche_en_alcoologie.txt
rejected;Réseau « Sciences sociales, drogues et sociétés » – D3S;https://iresp.net/projets_finances/reseau-sciences-sociales-drogues-et-societes-d3s/;Addictions;Appel à actions structurantes - Recherche sur les usages et les addictions aux substances psychoactives;2021;En cours;48 mois;326467;Fonds de Lutte Contre les Addictions;Sciences Humaines et Sociales;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\228_2021_reseau_sciences_sociales_drogues_et_societes_d3s.txt
rejected;Réseau SO-RISP (Recherche Interventionnelle en Santé des Population);https://iresp.net/projets_finances/reseau-so-risp-recherche-interventionnelle-en-sante-des-population/;Addictions;Appel à actions structurantes - Recherche sur les conduites addictives (avec ou sans substances);2024;En cours;36 mois;299 997,00;Fonds de lutte contre les addictions;Recherche Interventionnelle;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\229_2024_reseau_so_risp_recherche_interventionnelle_en_sante_des_population.txt
rejected;Réseau SO-RISP;https://iresp.net/projets_finances/reseau-so-risp/;Addictions;Appel à actions structurantes - Recherche sur les usages et les addictions aux substances psychoactives;2021;En cours;48 mois;382885;Fonds de Lutte Contre les Addictions;"Santé publique ; Prévention";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\230_2021_reseau_so_risp.txt
rejected;Risque cardiovasculaire et dépression : interactions et associations dans la cohorte CONSTANCES (CARDIAC);https://iresp.net/projets_finances/risque-cardiovasculaire-et-depression-interactions-et-associations-dans-la-cohorte-constances/;Services, interventions et politiques favorables à la santé;Général - Volet Prévention;2016;Clos;12 mois;98000,10;DGS;"Epidémiologie ; Psychiatrie ; Médecine cardiovasculaire ; Nutrition";C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\231_2016_risque_cardiovasculaire_et_depression_interactions_et_associations_dans_la_cohorte_constances_cardiac.txt
rejected;Rôle de la Midkine dans la régénération alvéolaire et la physiopathologie de l’emphysème;https://iresp.net/projets_finances/role-de-la-midkine-dans-la-regeneration-alveolaire-et-la-physiopathologie-de-lemphyseme/;Addictions;Substances psychoactives et comportements avec pouvoir addictif;2023;En cours;24 mois;149 900,00;Fonds de lutte contre les addictions;Pneumologie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\232_2023_role_de_la_midkine_dans_la_regeneration_alveolaire_et_la_physiopathologie_de_l_emphyseme.txt
rejected;Rôle de la nicotine dans la vapeur d’e-liquides sur le remodelage de la barrière alvéolo capillaire aboutissant à la Broncho Pneumopathie Chronique Obstructive (BPCO);https://iresp.net/projets_finances/role-de-la-nicotine-dans-la-vapeur-de-liquides-sur-le-remodelage-de-la-barriere-alveolo-capillaire-aboutissant-a-la-broncho-pneumopathie-chronique-obstructive-bpco/;Addictions;Conduites Addictives et Drogues;2024;En cours;24 mois;150 000,00;Fonds de lutte contre les addictions;Biologie Médicale / Pharmacologie / Toxicologie / Pneumologie / Biochimie;C:\Users\PC\Desktop\Project_Internship\Index_Insight\temp\iresp_rejected\233_2024_role_de_la_nicotine_dans_la_vapeur_d_e_liquides_sur_le_remodelage_de_la_barriere_alveolo_capillaire_aboutissant_a_la_bro.txt
