id,title,categories,commune,listing_url,pdf_url,pdf_file,txt_file,page_count,char_count,word_count
131,Création d'un guide pratique pour les seniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=31,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/869-pe-creation-d-un-guide-pratique-pour-les-seniors.pdf,Creation_dun_guide_pratique_pour_les_seniors.pdf,Creation_dun_guide_pratique_pour_les_seniors.txt,1,3009,477
132,Création d'un tiers-lieu : « l’ostalet »,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/870-pe-creation-d-un-tiers-lieu.pdf,Creation_dun_tiers-lieu_lostalet.pdf,Creation_dun_tiers-lieu_lostalet.txt,2,4144,652
133,Mémoires vives,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/872-pe-memoires-vives.pdf,Memoires_vives.pdf,Memoires_vives.txt,2,4659,714
134,Concertations pour les seniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/874-pe-concertations-pour-les-seniors.pdf,Concertations_pour_les_seniors.pdf,Concertations_pour_les_seniors.txt,2,4073,609
135,"Les ""Mamies conteuses"" un moment de lecture et de partage avec de jeunes enfants",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/237-pe-les-mamies-conteuses-mise-en-forme-2023.pdf,Les_Mamies_conteuses_un_moment_de_lecture_et_de_partage_avec_de_jeunes_enfants.pdf,Les_Mamies_conteuses_un_moment_de_lecture_et_de_partage_avec_de_jeunes_enfants.txt,2,4412,702
136,Cap'seniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/873-pe-cap-seniors.pdf,Capseniors.pdf,Capseniors.txt,2,5599,875
137,Et si on sortait à la filature ?,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/875-pe-et-si-on-sortait-a-la-filature.pdf,Et_si_on_sortait_a_la_filature.pdf,Et_si_on_sortait_a_la_filature.txt,2,4841,766
138,7ème édition du forum des seniors atlantique (2022),,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/876-pe-7e-edition-du-forum-des-seniors-atlantique-2022.pdf,7eme_edition_du_forum_des_seniors_atlantique_2022.pdf,7eme_edition_du_forum_des_seniors_atlantique_2022.txt,2,4782,741
139,Atelier cuisine niçoise,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/877-pe-atelier-cuisine-nicoise.pdf,Atelier_cuisine_nicoise.pdf,Atelier_cuisine_nicoise.txt,1,1717,270
140,Gazette des seniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/878-pe-gazette-des-seniors.pdf,Gazette_des_seniors.pdf,Gazette_des_seniors.txt,1,1604,253
141,Projection d'un film au cinéma et débat sur la sexualité des seniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/879-pe-projection-d-un-film-au-cinema-et-debat-sur-la-sexualite-des-seniors.pdf,Projection_dun_film_au_cinema_et_debat_sur_la_sexualite_des_seniors.pdf,Projection_dun_film_au_cinema_et_debat_sur_la_sexualite_des_seniors.txt,1,1253,197
142,Séjour à Rome,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/880-pe-sejour-a-rome.pdf,Sejour_a_Rome.pdf,Sejour_a_Rome.txt,1,1282,204
143,Atelier de médiation animale,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=32,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/881-concours-2023-atelier-de-mediation-animale.pdf,Atelier_de_mediation_animale.pdf,Atelier_de_mediation_animale.txt,2,3051,492
144,Sport santé seniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/885-concours-2023-la-chapelle-sur-erdre-sport-sante-seniors.pdf,Sport_sante_seniors.pdf,Sport_sante_seniors.txt,2,4802,751
145,Cap ou pas cap,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/886-concours-2023-cap-ou-pas-cap.pdf,Cap_ou_pas_cap.pdf,Cap_ou_pas_cap.txt,2,4385,730
146,Longe-côte à Saint-Malo: une pratique innovante et bonne pour la santé,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/887-concours-2023-longe-cote-a-saint-malo-une-pratique-innovante-et-bonne-pour-la-sante.pdf,Longe-cote_a_Saint-Malo_une_pratique_innovante_et_bonne_pour_la_sante.pdf,Longe-cote_a_Saint-Malo_une_pratique_innovante_et_bonne_pour_la_sante.txt,2,4915,770
147,Reprendre une activité physique en douceur,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/888-concours-2023-reprendre-une-activite-physique-en-douceur-a-la-fleche.pdf,Reprendre_une_activite_physique_en_douceur.pdf,Reprendre_une_activite_physique_en_douceur.txt,2,4826,788
148,Construction d'une résidence seniors à la chapelle-thouarault,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/883-pe-construction-d-une-residence-seniors-a-la-chapelle-thouarault.pdf,Construction_dune_residence_seniors_a_la_chapelle-thouarault.pdf,Construction_dune_residence_seniors_a_la_chapelle-thouarault.txt,2,5154,811
149,Les clowns au plus près de la démence,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/889-concours-2023-les-clowns-au-plus-pres-de-la-demence.pdf,Les_clowns_au_plus_pres_de_la_demence.pdf,Les_clowns_au_plus_pres_de_la_demence.txt,2,4400,698
150,Actions de prévention santé avec aesio,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/890-concours-2023-actions-de-prevention-sante-avec-aesio-1.pdf,Actions_de_prevention_sante_avec_aesio.pdf,Actions_de_prevention_sante_avec_aesio.txt,2,3243,504
151,Boucle acti'santé améliorez votre santé et découvrez nice autrement !,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/905-concours-2023-boucle-acti-sante-ameliorez-votre-sante-et-decouvrez-nice-autrement.pdf,Boucle_actisante_ameliorez_votre_sante_et_decouvrez_nice_autrement.pdf,Boucle_actisante_ameliorez_votre_sante_et_decouvrez_nice_autrement.txt,2,3595,555
152,Grand autunois morvan - bien dans ses baskets,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/892-concours-2023-grand-autunois-morvan-bien-dans-ses-baskets.pdf,Grand_autunois_morvan_-_bien_dans_ses_baskets.pdf,Grand_autunois_morvan_-_bien_dans_ses_baskets.txt,2,5661,915
153,Vélo cognitif,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/893-concours-2023-velo-cognitif.pdf,Velo_cognitif.pdf,Velo_cognitif.txt,1,1771,284
154,Tennis de table aidants/aidés,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/894-concours-2023-tennis-de-table-aidantsaides.pdf,Tennis_de_table_aidantsaides.pdf,Tennis_de_table_aidantsaides.txt,1,2076,340
155,Création d'un conseil des sages,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=33,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/884-pe-creation-d-un-conseil-des-sages.pdf,Creation_dun_conseil_des_sages.pdf,Creation_dun_conseil_des_sages.txt,2,5173,827
156,Association activ'sénior - lutter contre l'isolement et la solitude des seniors de plus de 50 ans,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/895-concours-2023-association-activ-senior-lutter-contre-l-isolement-et-la-solitude-des-seniors-de-plus-de-50-ans-1.pdf,Association_activsenior_-_lutter_contre_lisolement_et_la_solitude_des_seniors_de_plus_de_50_ans.pdf,Association_activsenior_-_lutter_contre_lisolement_et_la_solitude_des_seniors_de_plus_de_50_ans.txt,2,5204,782
157,Tous à vélo,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/896-concours-2023-tous-a-velo.pdf,Tous_a_velo.pdf,Tous_a_velo.txt,2,4250,688
158,"Dispositif ""danse dans les jardins""",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/897-concours-2023-dispositif-danse-dans-les-jardins.pdf,Dispositif_danse_dans_les_jardins.pdf,Dispositif_danse_dans_les_jardins.txt,2,3654,583
159,Activin au jardin,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/898-concours-2023-activin-au-jardin.pdf,Activin_au_jardin.pdf,Activin_au_jardin.txt,2,3083,477
160,Parcours d'incitation à la marche,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/PE_35_Logement-daccueil_Ports-sur-Vienne-1.pdf,Parcours_dincitation_a_la_marche.pdf,Parcours_dincitation_a_la_marche.txt,2,5055,778
161,"Saint-denis de la réunion dispositif ""seniors en action""",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/900-concours-2023-saint-denis-de-la-reunion-dispositif-seniors-en-action-1.pdf,Saint-denis_de_la_reunion_dispositif_seniors_en_action.pdf,Saint-denis_de_la_reunion_dispositif_seniors_en_action.txt,2,4324,707
162,Quartier libre,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/901-concours-2023-quartier-libre-1.pdf,Quartier_libre.pdf,Quartier_libre.txt,2,5967,954
163,Basket bien-être,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/902-concours-2023-basket-bien-etre.pdf,Basket_bien-etre.pdf,Basket_bien-etre.txt,2,4265,667
164,"Réalisation édition et diffusion du guide senior ""bien vivre dans ma ville""",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/Concours-2023-Realisation-edition-et-diffusion-du-guide-Senior-bien-vivre-dans-ma-ville.pdf,Realisation_edition_et_diffusion_du_guide_senior_bien_vivre_dans_ma_ville.pdf,Realisation_edition_et_diffusion_du_guide_senior_bien_vivre_dans_ma_ville.txt,2,4051,664
165,Catalogue d'activités et ateliers,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/904-concours-2023-catalogue-d-activites-et-ateliers.pdf,Catalogue_dactivites_et_ateliers.pdf,Catalogue_dactivites_et_ateliers.txt,2,5307,809
166,Promenades à Saint-Sébastien-sur-Loire,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/906-concours-2023-promenades-a-saint-sebastien-sur-loire.pdf,Promenades_a_Saint-Sebastien-sur-Loire.pdf,Promenades_a_Saint-Sebastien-sur-Loire.txt,2,5225,814
167,Vision'age à domicile,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=34,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/907-concours-2023-vision-age-a-domicile-1.pdf,Visionage_a_domicile.pdf,Visionage_a_domicile.txt,2,4196,649
168,Forme santé bien-être: du sport sur ordonnance,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/908-concours-2023-avignon-forme-sante-bien-etre-du-sport-sur-ordonnance.pdf,Forme_sante_bien-etre_du_sport_sur_ordonnance.pdf,Forme_sante_bien-etre_du_sport_sur_ordonnance.txt,2,6085,949
169,"Des projets, en lien avec les expériences sensorielles, le vivant et la terre...""happy"" !",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/909-concours-2023-des-projets-en-lien-avec-les-experiences-sensorielles-le-vivant-et-la-terre-happy-1.pdf,Des_projets_en_lien_avec_les_experiences_sensorielles_le_vivant_et_la_terrehappy.pdf,Des_projets_en_lien_avec_les_experiences_sensorielles_le_vivant_et_la_terrehappy.txt,2,7408,1165
170,Café philosophique intergénérationnel,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/910-concours-2023-cafe-philosophique-intergenerationnel.pdf,Cafe_philosophique_intergenerationnel.pdf,Cafe_philosophique_intergenerationnel.txt,2,4215,664
171,Forum santé,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/911-pe-forum-sante-1.pdf,Forum_sante.pdf,Forum_sante.txt,2,3148,515
172,Projet évasion: casques de réalité virtuelle,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/912-pe-projet-evasion-casques-de-realite-virtuelle.pdf,Projet_evasion_casques_de_realite_virtuelle.pdf,Projet_evasion_casques_de_realite_virtuelle.txt,2,3758,577
173,Demain mode d'emploi: 3 jours pour booster des projets d'habitat inclusif,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/913-pe-nantes-metropole-demain-mode-d-emploi-3-jours-pour-booster-des-projets-d-habitat-inclusif-1.pdf,Demain_mode_demploi_3_jours_pour_booster_des_projets_dhabitat_inclusif.pdf,Demain_mode_demploi_3_jours_pour_booster_des_projets_dhabitat_inclusif.txt,2,5743,863
174,Visites à domicile numériques,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/914-pe-visites-a-domicile-numeriques-1.pdf,Visites_a_domicile_numeriques.pdf,Visites_a_domicile_numeriques.txt,2,4728,757
175,Projet socio-esthétique,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/915-concours-2023-projet-socio-esthetique.pdf,Projet_socio-esthetique.pdf,Projet_socio-esthetique.txt,2,2226,371
176,"Culture et loisirs ""part'âgés""",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/916-pe-culture-et-loisirs-part-ages.pdf,Culture_et_loisirs_partages.pdf,Culture_et_loisirs_partages.txt,2,4972,726
177,Atelier mémoire,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/917-concours-2023-atelier-memoire.pdf,Atelier_memoire.pdf,Atelier_memoire.txt,2,3077,489
178,Tour olympique et paralympique des hauts-de-seine – top 92,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/918-pe-tour-olympique-et-paralympique-des-hauts-de-seine-top-92-2.pdf,Tour_olympique_et_paralympique_des_hauts-de-seine_top_92.pdf,Tour_olympique_et_paralympique_des_hauts-de-seine_top_92.txt,2,3546,541
179,Envie de sortir,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=35,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/919-pe-le-chambon-feugerolles-envie-de-sortir.pdf,Envie_de_sortir.pdf,Envie_de_sortir.txt,2,4051,637
180,Projet écolo-rigolo : sensibilisation à la transition écologique,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/920-pe-projet-ecolo-rigolo-sensibilisation-a-la-transition-ecologique-1.pdf,Projet_ecolo-rigolo_sensibilisation_a_la_transition_ecologique.pdf,Projet_ecolo-rigolo_sensibilisation_a_la_transition_ecologique.txt,2,2497,405
181,Action de prévention à la sécurité routière pour les seniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/921-pe-veauche-action-de-prevention-a-la-securite-routiere-pour-les-seniors-1.pdf,Action_de_prevention_a_la_securite_routiere_pour_les_seniors.pdf,Action_de_prevention_a_la_securite_routiere_pour_les_seniors.txt,2,2018,329
182,Faisons causette,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/922-pe-faisons-causette.pdf,Faisons_causette.pdf,Faisons_causette.txt,2,3107,489
183,Rencontre autour du logement,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/923-concours-2023-rencontre-autour-du-logement.pdf,Rencontre_autour_du_logement.pdf,Rencontre_autour_du_logement.txt,2,6360,992
184,La convivialité au cœur du métier des aides à domicile,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/924-pe-la-convivialite-au-coeur-du-metier-des-aides-a-domicile.pdf,La_convivialite_au_cur_du_metier_des_aides_a_domicile.pdf,La_convivialite_au_cur_du_metier_des_aides_a_domicile.txt,2,5229,827
185,Générations dancing,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/926-pe-laval-generations-dancing.pdf,Generations_dancing.pdf,Generations_dancing.txt,2,4447,689
186,Mission dragon boat à la ville du Bouscat,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/927-concours-2023-mission-dragon-boat-a-la-ville-de-bouscat.pdf,Mission_dragon_boat_a_la_ville_du_Bouscat.pdf,Mission_dragon_boat_a_la_ville_du_Bouscat.txt,2,5647,935
187,Un atelier de cuisine au masculin,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/928-concours-2023-un-atelier-de-cuisine-au-masculin.pdf,Un_atelier_de_cuisine_au_masculin.pdf,Un_atelier_de_cuisine_au_masculin.txt,2,3361,544
188,Nantes digital Week - bien vieillir à domicile,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/929-concours-2023-nantes-digital-week-bien-vieillir-a-domicile.pdf,Nantes_digital_Week_-_bien_vieillir_a_domicile.pdf,Nantes_digital_Week_-_bien_vieillir_a_domicile.txt,2,4604,692
189,"""Helpiness"", l'application qui regroupe l'ensemble des acteurs mobilisés autour d'un proche",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/222-222-helpiness.pdf,Helpiness_lapplication_qui_regroupe_lensemble_des_acteurs_mobilises_autour_dun_proche.pdf,Helpiness_lapplication_qui_regroupe_lensemble_des_acteurs_mobilises_autour_dun_proche.txt,2,6911,1089
190,L'art de bien vieillir,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/930-concours-2023-l-art-de-bien-vieillir.pdf,Lart_de_bien_vieillir.pdf,Lart_de_bien_vieillir.txt,2,5491,867
191,Restons dynamiques ! - bouger entre seniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=36,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/931-concours-2023-restons-dynamiques-bouger-entre-seniors.pdf,Restons_dynamiques_-_bouger_entre_seniors.pdf,Restons_dynamiques_-_bouger_entre_seniors.txt,2,6407,968
192,Autrement dit,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/932-concours-2023-autrement-dit.pdf,Autrement_dit.pdf,Autrement_dit.txt,2,4300,684
193,"Cocréation du coffret multisensoriel stimulateur de perception ""souvenirs du futur""",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/933-pe-cocreation-du-coffret-multisensoriel-stimulateur-de-perception-souvenirs-du-futur.pdf,Cocreation_du_coffret_multisensoriel_stimulateur_de_perception_souvenirs_du_futur.pdf,Cocreation_du_coffret_multisensoriel_stimulateur_de_perception_souvenirs_du_futur.txt,2,5680,856
194,Semaine bleue et salon bien vieillir,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/934-pe-morteau-semaine-bleue-et-salon-bien-vieillir.pdf,Semaine_bleue_et_salon_bien_vieillir.pdf,Semaine_bleue_et_salon_bien_vieillir.txt,2,3320,515
195,Port des roses,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/935-concours-2023-port-des-roses.pdf,Port_des_roses.pdf,Port_des_roses.txt,2,4150,674
196,Défilé à la merveille,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/937-concours-2023-defile-a-la-merveille.pdf,Defile_a_la_merveille.pdf,Defile_a_la_merveille.txt,2,5439,846
197,Aide aux petits travaux,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/936-pe-aide-aux-petits-travaux-1.pdf,Aide_aux_petits_travaux.pdf,Aide_aux_petits_travaux.txt,2,3173,518
198,Journée détente,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/588-588-2-le-mans-journee-detente.pdf,Journee_detente.pdf,Journee_detente.txt,2,7346,1119
199,Le lien social n’a pas d’âge,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/590-590-4-le-lien-social-n-as-pas-d-age.pdf,Le_lien_social_na_pas_dage.pdf,Le_lien_social_na_pas_dage.txt,2,7657,1265
200,"Création du site internet « monaideadomicile.paris.fr », premier comparateur public de services d’aide à domicile",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/592-592-paris-creation-du-site-internet-monaideadomicile-paris-fr.pdf,Creation_du_site_internet_monaideadomicileparisfr_premier_comparateur_public_de_services_daide_a_domicile.pdf,Creation_du_site_internet_monaideadomicileparisfr_premier_comparateur_public_de_services_daide_a_domicile.txt,2,6097,1019
201,Unapparté,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/593-pe-unapparte.pdf,Unapparte.pdf,Unapparte.txt,2,6220,935
202,ENFORM@LYON,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/606-pe-enform-lyon-mise-en-forme-2023.pdf,ENFORMLYON.pdf,ENFORMLYON.txt,2,4680,707
203,le corps de la ville,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=37,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/613-fouras-le-corps-de-la-ville.pdf,le_corps_de_la_ville.pdf,le_corps_de_la_ville.txt,2,6455,997
204,Design for all,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=38,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/614-toulouse-design-for-all-1.pdf,Design_for_all.pdf,Design_for_all.txt,2,5449,901
205,Aînés militants,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=38,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/619-cfdt-aines-militants.pdf,Aines_militants.pdf,Aines_militants.txt,2,4937,749
206,Guide historique des rues d’Orchies,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=38,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/620-orchies-guide-historique.pdf,Guide_historique_des_rues_dOrchies.pdf,Guide_historique_des_rues_dOrchies.txt,2,4774,752
207,Cepage : Coordination d’équipe interdisciplinaire pour un plan d’aide gérontologique,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=38,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/621-cepage.pdf,Cepage_Coordination_dequipe_interdisciplinaire_pour_un_plan_daide_gerontologique.pdf,Cepage_Coordination_dequipe_interdisciplinaire_pour_un_plan_daide_gerontologique.txt,2,5714,855
